Course,MSE,RMSE,MAPE,Accuracy,R2,Data Points,Model File
BSCS,42.636422126346346,6.529657121652434,11.792647951880298,88.2073520481197,0.7093106046763642,14,prophet_models/BSCS_prophet_model.pkl
BSIT,666.9453409056651,25.825284914317308,9.648736290597952,90.35126370940205,0.89005751333476,14,prophet_models/BSIT_prophet_model.pkl
BSBA-MARKETING_MANAGEMENT,412.99593818477535,20.322301498225425,12.529066802414754,87.47093319758525,0.9096611715054953,14,prophet_models/BSBA-MARKETING_MANAGEMENT_prophet_model.pkl
BSBA-FINANCIAL_MANAGEMENT,320.9177864111826,17.914178362715454,9.90017588739183,90.09982411260818,0.923558781293145,14,prophet_models/BSBA-FINANCIAL_MANAGEMENT_prophet_model.pkl
